pathway	F10	F110	F115	F124	F133	F142	F15	F151	F160	F170	F179	F188	F197	F29	F38	F46	F5	F55	F64	F73	F82	F90	F99	S1001-AD1	S1002-AD2	S1003-AD3	S1004-AD4	S1005-AD5	S1006-AD6	S1065-AD1	S1066-AD2	S1067-AD3	S1068-AD4	S1069-AD5	S1070-AD6	S1109-AD1	S1110-AD2	S1111-AD3	S1112-AD4	S1113-AD5	S1114-AD6	S1147-AD1	S1148-AD2	S1149-AD3	S1150-AD4	S1151-AD5	S1152-AD6	S1154-AD2	S1157-AD5	S1158-AD6	S119-full	S1195-AD1	S1196-AD2	S1197-AD3	S1198-AD4	S1199-AD5	S1200-AD6	S1273-ADFull	S1284-AD2	S1285-AD5	S1286-AD6	S1287-AD1	S1288-AD2	S1289-AD3	S1290-AD4	S1291-AD5	S1292-AD6	S131-AD4	S1317-AD1	S1318-AD2	S1319-AD3	S1320-AD4	S1321-AD5	S1322-AD6	S1389-AD1	S1390-AD2	S1391-AD3	S1392-AD4	S1393-AD5	S1394-AD6	S1443-AD1	S1444-AD2	S1445-AD3	S1446-AD4	S1447-AD5	S1448-AD6	S147-AD4	S1506-AD1	S1507-AD2	S1508-AD3	S1509-AD4	S1510-AD5	S1511-AD6	S1554-ADFull	S1583-AD1	S1584-AD2	S1585-AD3	S1586-AD4	S1587-AD5	S1588-AD6	S1619-AD1	S162-AD1	S1620-AD2	S1621-AD3	S1622-AD4	S1623-AD5	S1624-AD6	S163-AD2	S164-AD3	S165-AD4	S166-AD5	S167-AD6	S1673-ADFull	S1684-AD1	S1685-AD2	S1686-AD3	S1687-AD4	S1688-AD5	S1689-AD6	S1702-AD1	S1703-AD2	S1704-AD3	S1705-AD4	S1706-AD5	S1707-AD6	S1741-AD1	S1742-AD2	S1743-AD3	S1744-AD4	S1745-AD5	S1746-AD6	S1813-ADFull	S1824-AD1	S1825-AD2	S1826-AD3	S1827-AD4	S1828-AD5	S1829-AD6	S229-full	S252-AD4	S27-AD1	S276-AD4	S28-AD2	S29-AD3	S291-AD1	S292-AD2	S293-AD3	S294-AD4	S295-AD5	S296-AD6	S30-AD4	S31-AD5	S32-AD6	S370-full	S381-AD1	S381-full	S382-AD2	S383-AD3	S384-AD4	S385-AD5	S386-AD6	S459-AD1	S460-AD2	S461-AD3	S462-AD4	S463-AD5	S464-AD6	S561-AD1	S562-AD2	S563-AD3	S564-AD4	S565-AD5	S566-AD6	S633-AD1	S634-AD2	S635-AD3	S636-AD4	S637-AD5	S638-AD6	S657-AD1	S658-AD2	S659-AD3	S660-AD4	S661-AD5	S662-AD6	S69-AD1	S70-AD2	S71-AD3	S72-AD4	S73-AD5	S735-AD1	S736-AD2	S737-AD3	S738-AD4	S739-AD5	S74-AD6	S740-AD6	S777-AD1	S778-AD2	S779-AD3	S780-AD4	S781-AD5	S782-AD6	S837-AD1	S838-AD2	S839-AD3	S840-AD4	S841-AD5	S842-AD6	S934-AD1	S935-AD2	S936-AD3	S937-AD4	S938-AD5	S939-AD6
1CMET2-PWY	32813.289286820596	39174.12795902285	41661.63745468327	41289.370284153636	25449.072015872694	29353.711575982852	30139.902146495	24873.751290423603	29127.923955151004	45546.84961538847	34445.88392934579	33927.82722669893	36580.39687741434	38223.43214085881	25877.244783541104	34975.069766421744	40600.65403058214	35282.048702902925	27551.871370300832	28240.515640030753	47144.5245187014	36062.703062205226	26193.21300818934	21354.724065898794	17653.734710129767	20626.97928823128	28128.173501786692	26648.409835904502	26945.27681807698	26009.639193581123	24246.961405640883	28777.640764904034	25641.388952773963	21529.409579144005	31109.247498112138	18647.82574967408	25209.89770696919	31515.432975506432	27950.484729296273	34865.081061413744	23194.565510058772	21241.001942712068	21900.694539242173	24343.767224833453	21914.51569600088	22151.33674045368	21302.620628077588	18209.554085361655	27762.777352213674	20500.911964815936	26553.210578193644	24515.692176670756	29381.7165411132	22452.42988820672	39193.79100020918	28926.392840775614	32587.37029797858	23019.18363893029	26740.686969386752	24900.73152425137	27127.003415378273	27069.48931618335	36870.80942210865	32783.8765094424	38020.44924109675	30974.197398524233	27434.683170938304	23821.30228694972	27243.116461991343	25227.002344406057	27063.24518779269	33249.845668949114	28481.52685893877	26620.857875525347	25127.32728471197	33857.88842463017	34864.8736231674	33866.51030944685	20026.249692651883	39553.692717455015	23892.849360556156	26094.85154504104	31555.898284126735	27251.25266796642	19616.236858505494	17352.664491237076	26184.335201675294	39275.54512343908	33065.40274696734	32288.29839657652	32384.76199967788	22924.777823559463	25638.521167876377	29611.967978244018	31901.01817933756	33813.27609105261	34469.58487208329	33118.7954384236	25413.67729859821	27590.032842600685	24806.567760275644	18769.741064790043	22940.808978657446	25574.895792987238	39762.34889720119	31406.978310117396	30719.172165288946	28721.6416112353	23838.924387759092	27549.82828748503	25635.68339714776	24946.664739372663	29884.37493138394	29713.564705244182	29830.970035770493	35698.56449860978	39544.435609105494	29251.546653829915	39455.43137904012	44418.26962668982	28985.99938091799	32125.90662478377	33032.6497920053	23445.139969372885	21387.035237521042	28204.682773845703	29784.34990311069	32728.32091716735	26358.94240105973	27294.006315606464	35875.98541602746	36461.49438901102	31598.988005107814	29071.41231125091	22088.274428346653	33637.623146329184	35015.44950262003	30669.37659130551	25826.18874741684	22995.4571504038	28355.8002673641	27154.248320947296	34429.18966653944	35451.60123433906	22040.103253762176	27839.563448320903	28836.63658637146	27917.016097672433	19868.10612544245	29278.885807711315	35755.730764038075	29004.23021584014	28931.891138419513	21005.143137496816	22695.143216427707	28736.604727728856	16858.092371354054	50893.33624826375	7918.69335152257	27469.650760848555	24232.038850801335	7562.151697526009	26619.587427704155	25318.10649355724	31465.335778533983	25120.106785758107	26751.803188742437	23609.606878893137	18183.123288865856	25215.4600366009	26783.270075269418	21284.668883625745	18941.531056077976	21395.406241219152	18542.9970021933	24716.392466850513	28810.841912635708	17809.803911211045	27583.804223946496	20633.261974929264	21124.62062886337	30641.27135529592	27053.731625890883	13810.612315262577	21090.52449682733	32084.297638170043	37025.01456935161	24190.756246773457	28339.663905225138	32811.61504230323	22282.38071594329	25297.094659780832	29519.251968743658	27723.788080666814	22464.11678465542	25331.385670125124	23318.230606305155	22718.170638730626	48941.13042251569	24506.223365839098	34024.50673289877	18322.845900992597	19948.97876919257	19349.53536924937	19969.238540649538	25227.849437528108	26298.767531986556	18664.008586314518	21980.901656074275	21876.655207294483	18154.273978594865	21357.63167102043	20373.392430998883	17439.317745132226	28549.700200845047
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	1479.687779788756	2695.3298592373776	2293.581385244632	2977.8165932224983	2658.104686730331	1766.5557499610388	1485.2165008489117	2184.0036557703947	2518.998070110221	2969.264970493014	2296.0961825728064	2487.0946732922807	2528.7802886124955	1706.3482083855292	740.4393934946334	1208.8775191624272	1585.1758280357822	2198.951622765158	1379.2988192387056	1483.8281564766364	2060.171954537463	2301.774777778819	1694.426888518822	211.4238098040765	666.9371859188061	193.59092757815907	265.17913995912846	918.2774136708179	919.3908254641588	247.0943798526253	922.2439458878016	315.5048328562147	255.0049833853596	965.4779815875693	1300.1734212427423	150.1899175040088	225.30723224462497	244.27984881193186	291.18787848637726	282.00168472047005	395.94431238796295	248.91057139241244	231.85200886016875	197.27715970767687	272.0533444743464	148.87114231268728	193.67129953373615	348.02793260913296	815.1359578204393	333.9130349800114	592.0672124675693	290.91322145465034	260.3290686835658	282.2859166617971	366.0971218065961	426.2627605425011	332.074843090943	407.4443477413271	451.53469302341995	106.63099753941339	51.02330427765647	322.21277039384285	379.0959549486376	278.9437955531056	475.24768186828163	288.53729696065284	191.87952968353508	369.7749164448142	298.03657898786594	233.65239305270583	314.3737962357431	428.1090314956052	303.8778199884828	225.9391496924771	326.37631396011733	269.60285701350114	628.0671979404683	503.9649330736016	78.96723466047544	473.6966820481606	265.7924859306443	229.0330798983692	495.7831694925359	313.9399841354999	184.5682721403486	195.16215127709435	336.3972140265633	485.8958651939222	319.87707769110636	376.6776866095078	365.1231048144715	336.8345274887241	299.7495243024389	605.2505443831437	337.62495631120873	366.13581924873995	358.23146777451285	251.401606203929	317.40402194086533	279.2917259594536	359.9564580165696	231.2439673437544	235.47347308812135	371.17459922885405	347.3760356147061	546.1315453045784	356.66667678734166	341.2724531423601	331.8099821364872	497.000690077469	290.9568850464851	392.6535038995672	704.1837828762821	406.77285629433527	402.14946886348656	488.2749230835686	537.5182450178013	371.6066683035217	621.8644640546748	875.8846847847175	413.58076625304676	484.32742288784533	329.12748185209165	278.0431019541147	303.03014547962334	327.1545776609395	413.683064832569	476.0272421378869	358.8498658375761	334.73170893853376	524.4129670423149	757.5545195378705	485.43252476733846	391.9295298982026	296.9886151532866	335.62369066375925	393.7703407111701	327.21268121179077	477.47033336014954	229.1919534634725	465.44111975471554	313.07869713179775	705.1969690369077	659.8212643314538	240.31061270832924	324.4872960311087	311.7672752684597	332.71649092570493	196.92497030880634	392.8484218541245	492.39736597393465	796.3770421961979	514.9133346706465	423.1575227916418	183.1761274309058	584.9519907123554	152.85183575450776	584.1340701003255	0.0	194.400997832919	335.3937353442681	56.91856371251417	352.11062732703954	285.8628147705384	300.26084473705527	241.22535716264616	373.52213081061524	242.30987925745015	124.10866047314644	108.02784289201806	253.2931401900314	134.00603371348564	169.9670963239784	135.14989536057863	134.2727755273371	228.12372635561834	279.6992541428234	145.6421924690677	172.3556072512425	169.79941183840512	223.4871712357231	225.6380796939412	320.38527882835035	99.15162897485892	287.44416447400243	802.054023519211	613.7412872893059	351.04566627347083	527.9693332803403	1127.528425419127	249.97466785648496	274.0081075304192	255.75656574302292	256.7332137635283	276.2656922672656	418.01689773998805	324.1786373952507	332.689578709305	823.7851183271517	311.43532089368074	476.0798162259279	260.77690238288363	457.72637369563233	187.8153919735345	603.278741275505	268.42296611593446	234.19537377576034	536.6893940550043	624.9034738554091	320.6821661321885	633.5448050538253	288.61203294097265	186.9570867537622	530.0136212287055	909.6564705396471
AEROBACTINSYN-PWY	34.22518774243539	61.47673764786951	37.7225958301232	48.98909101852533	27.373284006334227	49.43023574387116	80.31877258253401	52.166576299103745	58.36424153890701	76.29208474984468	77.33032850670884	91.91848578172	114.68308919174949	119.14588384791848	22.162486882119655	72.62075456465351	155.28591805860626	49.762943005005866	69.06841793999195	28.588760476255825	94.68287017398623	58.92018405120093	26.411096581356247	0.0	4.5277276427491575	0.0	0.0	10.630546463245494	23.55785714285714	0.0	19.674134676843252	0.0	1.9756097560975614	9.029261282838112	37.47672653065579	0.6341463414634146	0.0	0.0	0.0	3.925925925925926	5.230769230769231	0.0	0.0	1.14	0.0	1.75	1.326829268292683	3.80648282535075	3.3482329889561813	3.3096984991366716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1335949098621418	0.0	0.0	0.0	2.6016339470796246	0.0	0.0	2.3002028397565923	0.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	2.6225384742677478	0.0	0.0	0.0	0.0	0.0	0.0	3.159798994974875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.173295454545454	0.0	3.928632740649908	0.0	0.0	14.744019053801157	0.0	0.0	0.0	3.538638985005767	0.0	0.0	2.25	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.446876727473742	0.0	0.0	4.0	0.0	0.0	0.0	6.113874813710879	0.0	0.0	1.5924170616113744	0.0	0.0	2.2857142857142856	0.0	0.0	6.325581395348838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1216632860040567	0.0	0.0	0.0	1.2000000000000002	2.3186714542190305	0.0	0.0	0.7349305555555554	0.0	0.0	1.3238088434888207	0.0	0.0	0.0	0.0	2.763157894736842	3.104477611940299	4.0	0.0	0.0	0.0	2.8098055790363485	0.0	0.0	0.0	0.0	0.0	2.275813494858431	0.0	0.0	0.0	0.9891304347826088	0.0	4.592057761732852	0.0	0.0	0.0	0.0	3.35221170104836	0.0	4.706645056726095	0.0	9.223075721648753	0.0	6.387118416638712	2.775	0.0	2.6161137440758293	18.8348332433891	0.0	4.857617545732446	0.0	0.0	5.630444420985959	20.988290979035018
ALL-CHORISMATE-PWY	9088.696109943168	11354.640341493527	12008.210151520403	12648.541338845427	7074.624682408794	8756.146576578001	8568.284799858397	7612.539627789811	9233.942522412786	13464.55113028978	9968.123692175297	9737.534871361622	10857.527313590244	11121.194132809489	4339.3739564741	10148.298723873415	10346.276351436978	9534.354555604414	7733.946829309261	8008.02493917899	12154.879584186554	10108.922761945933	7398.263936687352	0.0	2858.847886389318	638.7661556065773	2111.4782116770243	3617.543837960831	5465.333055659938	1623.5064244845773	3893.8670315981885	851.151073376694	2679.3332615442473	4549.750713575402	7156.772724277468	909.1667519663747	874.7161050358019	1998.1036683656675	1251.9514870197258	1775.1173560427528	2624.3705672366746	1072.82312272129	784.8834288459472	131.72354782585157	1887.0766322230318	1276.9831083046597	1780.9729423004862	1562.502747882721	3816.908741720746	1509.4241052734687	3331.213135745789	75.61053534626812	968.9910897666468	1287.4712070508242	2241.7786024518837	2277.237750142044	2881.6964688669063	1489.3830743528322	2455.7304769207444	710.1284599052228	867.5291170459377	1069.4437825113703	2101.7995562780216	1959.612591040618	2193.25988649416	2004.799395026714	428.06110210215763	2112.2246695528042	1357.3096294002141	1279.6353589052248	1437.8351084000674	2039.1295502645958	2017.8381483058047	1860.7637810718393	1402.421076359262	1176.313390302602	2097.1492189872033	1908.8589655213902	1466.946019885748	3004.7039703055034	870.9465191007747	0.0	1693.2359976420857	462.5982395284027	1220.0992199248858	887.9225694663188	1494.815675500737	2096.922702406998	1918.4342688991626	1468.6658272773225	1270.2862104436267	2117.595442083735	1515.8456770343146	3380.7570362031174	0.0	231.61322491570036	2564.953286781469	1592.6010262708335	1425.8381003259633	1634.9510354117867	1159.419453272297	274.9704774110433	214.4664255299438	1740.15615728597	1367.816972446068	1984.447231892787	2051.924723701005	351.15018579406257	1596.672487473426	2451.1004580444715	2452.6636242245013	526.907649456929	4028.230581901431	2830.71520463869	1832.8037875255286	3152.9555228402755	2475.5093321472264	1119.6432677582206	2732.536301014419	5213.021266702788	1032.562267204139	1503.3749240855436	1193.6727010781053	1229.094661660776	942.6291803810659	1493.0687140498296	1718.873808158108	2700.4355115028993	214.90286802021043	784.500867571861	2704.938073988879	3701.254170307367	2315.8778825360137	1361.6191041764953	43.02293595134293	1869.2809941816986	1467.8758457386084	1797.1409446534396	1116.0694129297722	1081.2743728673793	2965.799965923764	1721.462662583526	3633.1934403355363	6738.1138374628945	1402.3525629015685	1908.7858217714424	1662.3858896161746	2397.5671406594897	1361.6484714310684	2445.7598230260314	6135.426240452845	2848.4053722582858	3130.859361243214	2622.504736595248	835.2710855922754	3445.3655647235255	1015.9905758042685	3833.6841002055485	441.5796891481007	1769.4285877459547	1172.7548602988938	0.0	1895.5928844407838	139.08022881679548	2734.3169344374933	1352.70685543876	1913.0572220672057	187.5150280034296	0.0	1007.5369554542295	1977.1433940436566	1451.1515417485532	1017.7202888850643	0.0	925.2312863782058	1374.5795567328732	1802.3115909107225	0.0	1590.6233706960654	1170.9192028565717	1202.1945067076886	482.86741163227646	2060.283677035065	691.8924845922745	1433.9905132887716	4737.671028277226	2472.5921853189825	2255.9307687006617	2014.654091750784	5754.63508146049	1220.6744893988084	1731.3694569959466	1627.640157823742	1492.4158870631609	1557.024773902857	1888.704049810935	1749.5754812665234	862.524958365478	4473.7081944346055	1586.0574221444683	3072.073937755634	1622.249968591887	2471.644355908822	1555.783051248545	2758.999608712091	1882.374519162762	1519.3111952271163	3135.2772019999607	3904.156055388543	1646.604513789966	2631.1423172554073	0.0	1593.679760528961	2558.6316527096715	4887.654521960913
ANAEROFRUCAT-PWY	31903.079202352055	39716.91420519898	42324.83163194274	40307.96081996561	24894.88944136746	28711.158642064103	29594.757332989793	24237.001945877302	28895.605752385538	45440.43278967541	33897.487290609686	32669.90708899379	35343.91424240658	37446.33310560956	25433.195101805984	33799.787103838884	41032.25091584294	34857.549145703735	27360.391006425336	27983.647841116224	48940.502250518824	35626.86912360438	26845.53070060978	21076.95393027419	20051.026904015143	19582.837603135977	30486.37952014482	28178.054169607003	28332.52788070943	25169.283914176387	27851.116644929556	26421.91170297195	27570.766026758494	23797.009429583457	31205.146211368065	19525.38895102037	28004.38864507041	29625.271126099804	31220.713127045117	31484.836455367793	24907.805292803852	22494.903994404463	24770.638338904853	22693.500917738125	24101.477499927118	23535.112507865615	21609.643228170735	22234.013820704695	34986.95327957387	24469.84161603229	24234.27337322533	25166.39792876455	32158.413705980773	21549.03247037226	41595.78843627227	29786.472624160106	32608.814708882637	20930.83031354025	33140.46245962747	24020.570380952107	29811.527120076364	27812.060693319378	40861.0163118874	30333.916171387125	42296.67990659563	30337.372183054547	27930.048208214597	25505.992336586703	26745.67304622241	26564.84557238325	24258.492739368838	35641.044765041355	29727.591832502636	27823.565926319156	24230.875325884368	36084.78386725311	33852.10148503398	39376.58980555521	21911.000028165996	40961.9563214466	21748.4654031404	27976.988533248754	30790.544849752554	30681.243471038066	21480.536555200957	18250.74503988773	28242.939909495468	35999.098845735796	35347.736335348185	31601.28645852205	32368.65538721074	23001.67773676555	26166.33570433889	25961.105921648006	28227.16411122903	34544.90405992536	32853.895965957105	29408.293237292663	25901.950507477173	28443.23136485612	23086.795909935416	18822.82590858347	23661.82596684423	23236.17198288785	35872.099827813516	31757.512151813145	29752.55728431804	30315.80165282167	24084.41824335572	28658.457716567467	27515.761405733865	25699.94915161165	28101.242201493336	27888.66295432491	31938.572197199755	34225.85152702603	36285.39425127614	30132.762894942618	36700.89782524	41726.77353474252	30039.17744875067	29972.77897792532	32336.550279335926	24005.1415153306	20725.632468602973	26809.367290803748	30456.006786025428	30023.596892905076	27531.55560651603	28269.21935573815	34887.98312754979	31622.964544403207	30494.75508467608	29003.42115888017	20025.86345398372	34723.752360788065	35042.89044721594	29209.444957505693	24536.548488774053	23267.617227692797	31040.919563417097	28021.89298595732	36098.8791439744	34150.97101633176	22666.523023740545	28452.099541919262	27019.05583999369	28778.90448649138	20346.53799610195	29997.253514083142	31630.752801899554	29594.01143037632	29663.78824783872	20592.48323145135	23799.673318644785	27602.98895927979	17913.658112381454	48843.84018111908	8378.32620025858	28298.357071533617	26052.31350345701	7486.178734971707	27186.639672303638	24126.420070840235	32331.517718074956	25742.893788151363	26898.35268015969	23646.759063718408	18670.63809065215	24149.056172484994	27224.009957257596	21568.864384678018	20451.249583514706	20658.828345958642	20146.674288262384	23309.15273782997	29250.906300309463	18920.661190449482	28755.123685965784	20311.56253770538	23507.09668198601	28332.83359041882	27764.676725984496	14456.176307075613	23777.370582777658	34588.402304276264	38241.04742751869	23814.015271627926	29718.087667094114	32047.13999050952	22240.58712121589	28339.439211087087	27787.25805660652	28452.170786061557	24588.59487543221	26458.41383727236	26210.8114053604	23214.50288566716	54208.12318940349	23436.735767962196	36168.37016579029	19327.125395287	21925.3725555013	20051.8702162893	23113.715673554638	23910.52389761318	28560.46253824041	20113.223928729512	24087.619800282348	21439.120690017677	19970.82568557424	19484.329587788303	22715.518931683106	18732.417497241786	31049.35707301267
ANAGLYCOLYSIS-PWY	40987.56552494944	49949.41870781191	52690.964859646025	51103.19796470235	30929.85529464054	36686.974922755406	38044.49123668076	30229.148736662468	35322.60746595816	56143.63336636199	42471.066693084664	41186.75310262676	44282.50468548175	47850.96623528244	36778.40600571064	43867.28127982858	53014.48059438163	44389.8304048517	34593.63100571295	35527.582785180864	64164.901332207046	45349.30811494658	33315.98496028224	34511.98850447093	30590.30185591048	33045.5989970536	46965.029681890424	43979.5426305149	41564.832743724786	41013.14190350265	41808.90381923393	43695.79760988376	41885.02228380356	34733.89375546178	44846.845341569104	34435.236141314585	42774.4278160871	52517.17082002554	47880.83479210378	52014.22607646946	36003.196156631966	36868.444460770304	35921.03811032512	39777.062993186795	37686.93454220044	33507.804831429035	29759.608415545197	31819.591991717945	46209.89862854573	32029.478405282873	42273.82290488785	41674.74073533572	48053.58544375962	36078.82952841282	62896.96301895436	42483.1821603279	46627.92401516769	35705.94615973764	44029.46564443585	33448.06473116767	36935.92749686976	45841.963099545785	60849.09963142737	52904.33921513512	63613.395738817475	44459.576674364056	41144.69265067157	35853.45725959917	45978.161835153696	40789.14230262327	41076.396264470975	53982.901272058065	43648.86551551567	41325.60037755665	41504.30207016604	57231.38648394983	54450.94808643354	59534.3194772316	33284.15558204815	64100.07158239023	37080.80540087655	44574.964912635936	49893.97233288857	46682.22557102745	32775.38691388942	28981.157397191553	40378.27940382118	61504.318041547376	56457.509408619946	50050.669936168015	50433.363739694934	36131.34746378367	40388.138530042874	46427.98543709113	50372.8852897736	56069.89815708772	52892.40879752329	48376.963785280794	41008.92436246119	45477.63777821796	39399.54575768834	28963.009979351682	39596.85756557964	39453.493912563776	57469.07280120589	50666.61714303873	49943.34328708023	45105.29699903603	37114.94665738875	40897.78535850933	40160.124908632206	38515.77738447541	45746.11741941463	49125.78543389226	53112.83087010576	57500.67150330536	58832.73557398845	48927.524411570936	64459.47606154427	65201.87830228375	50297.07051568053	51820.75245415611	49863.829908530235	38157.19558437789	34120.77440250769	45950.09473921598	52480.32665587885	52659.569810537265	41741.07022242283	43753.53191342653	58053.21761852191	54408.67116204164	51719.321198102	49561.98386809253	35464.012419676124	53917.19392369396	56399.18086663833	50498.8023333381	41868.60159257506	35579.98403853871	45538.74195686911	42637.94883574908	54071.058235659606	53581.50051816645	35697.80240839218	44644.18658126328	44417.42050287259	44059.855228097025	31580.50562554172	45747.56296896735	51053.76726693367	44294.85133831187	45291.489938519124	33956.6130716122	38149.824934753626	44478.1418351126	27814.561616964293	81142.78115037331	12526.431905598218	44157.670370198386	39997.40122645513	12460.655239388374	42207.981046883746	40049.5601639087	47678.296632446196	39541.39962537109	42173.65046987264	38643.09836019998	29951.993775870742	41536.604519950924	40267.79494946879	34317.2099027498	33208.81264611325	34848.83693261036	33523.5506810772	39387.423037633984	44306.3006205351	31298.904760493588	47275.819452787306	33966.41158506918	37530.57648442425	49513.14055247212	42130.55837870732	23469.15795328855	37770.978425560286	49302.78894143428	56599.77700612629	35901.585397275194	44876.92051806185	45555.97586240475	36326.387070284996	43973.140877073914	47687.09037612622	43442.07166120448	38295.39253892447	39873.65707493707	40859.99589935808	37236.632375831614	81861.40756353509	38454.60218892211	54367.77085232855	29559.644845648363	34425.84080318106	32207.487370951883	34400.64698160275	40013.50185842256	43602.1412751624	30227.026511977587	35683.287068324425	35119.93083303586	30399.796844565906	32909.368248537	34392.157622833656	28752.396860774155	45489.71573706372
ARG+POLYAMINE-SYN	16707.347228124745	19000.78676874784	19514.144803677274	19990.121602857205	12746.185348454324	13787.403827490656	14765.923278997647	12526.96324019815	14706.665919138934	23117.503973518647	17829.434796168993	17137.715747303813	19122.165852089645	19156.232938959136	15818.914191230755	17825.305978961955	19986.808047425748	17240.954017273536	13682.563611178055	14307.368998997004	23143.92991216514	17802.48468589661	12728.869493961005	10278.84772637863	11188.38384351254	7195.503674475426	18731.240252713276	16462.45871298229	16118.085165258479	12318.116209537766	15086.610829974177	10792.912101535072	17332.455960459272	13163.55231868495	18161.364167247993	9430.047327156484	17299.7051360957	12712.811329401962	18379.471381845713	19464.901385114033	12169.451229395401	10735.656649663704	14805.077769571975	9782.699645964009	14747.559232649328	11111.056191497453	10300.135595255426	12375.854313514832	15048.573942201761	14158.17405238309	13234.565376979974	12269.625212413564	20258.529671690958	9239.241704464186	24466.40188086413	14874.362438723656	17882.615884582046	11109.812972712472	16721.088552327827	15018.471918974561	16294.45563117619	13911.844083350512	25424.50862754453	13967.498765979984	24705.638870302482	16907.771878853153	16446.97726687292	12312.683235211993	14139.562045845243	17389.811489758333	12074.308198270255	21582.35935640407	18892.620304737964	16727.011457618235	13161.180101912965	22995.507632844216	16009.265313621836	22892.260597360473	13387.379876070894	26677.130603421127	11870.381091399751	17770.93667588836	14127.381931490012	16298.622004762583	13194.457005121481	11529.847216197319	15427.413223781667	18701.24710612925	22490.91154163756	16676.72142001334	17451.98697943793	15257.652591121898	16706.724104160123	14335.435316183368	16050.559559062494	21656.461167117508	18664.774280284782	15335.871174329672	16195.210895137367	15457.603962450721	12858.63630841209	9511.209861564246	14905.590050843359	11829.852834258425	19650.694744733897	19795.344263576393	17162.368078747233	16920.930287296193	10846.827059621104	16069.232397359392	14503.454490684406	12387.5609188156	14125.420034756626	16003.180848421587	19871.20283758815	17026.472556479326	18709.13044826349	18263.630127667788	21398.93741517055	21531.20121604687	19333.80832174174	15252.286765690616	17775.743443264582	14286.673666693208	12213.42882694615	15382.299102615223	20860.174250026073	15480.348288234074	15736.21642417508	16961.115158447174	19990.78010239426	17094.283569022573	16702.042916055045	19094.302082835915	10792.225741273465	20771.396260257163	21003.66450786429	15704.124809017672	12192.331754744246	15201.836822843437	14247.803455279967	17836.679988142692	17875.83630714626	18164.65559056983	10797.47582971892	16397.471823904325	11809.602432060492	18074.573417043528	11933.313145731176	12349.681874228365	20227.353037988556	15967.253655229008	15644.844921684942	10477.01886264596	11252.310706018608	13792.331462669626	9575.936847194454	20981.52418474651	4875.82992084583	16352.763135872201	10053.342235600503	3313.224713315496	14878.508897097503	10363.849521871645	20035.431188685743	15288.469475853924	11290.23824753736	11058.456476205056	10260.682325945223	10405.782272267612	17266.81421611296	12503.490102015854	8269.73684400187	10682.255866093732	14367.904819088997	9707.290585128034	18842.729692808774	13165.26343242096	20219.479979616164	10465.58737935066	16163.966197089054	13342.69972109359	17542.343263623483	9867.112665653054	15871.544190648248	14852.490884734445	18777.64331133842	12211.93267154166	16509.86915996434	18073.89002157924	11205.704381027563	19056.120351671532	12844.269821418795	17826.79954977623	16538.087513091134	13237.908878030197	18054.975939104093	10971.255405910511	38033.119635091214	9470.626982994303	21382.5417958631	12977.642901877345	15624.336551208458	9304.505841919017	12296.65150934886	10278.447228092073	17789.371531698376	12131.105796656475	14622.332207366515	10550.08057729537	11723.996914897616	7912.522994396791	14338.401241749803	11050.662419093227	18270.263263368746
