Samples,48-53,35,92,93,94,95,96,97,101,102,103,104.2,105,107,142,162,169,170,171,172,173,174
weight of samples,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Group,Control,ADFull,Control,Treatment,Control,Control,Treatment,Treatment,Control,Treatment,Control,Control,Treatment,ADFull,ADFull,ADFull,Control,Treatment,Control,Control,Treatment,Treatment
Sorbitol-ISTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21-1862.7_Quinic acid, D(-)- [5TMS]",-1.590196369,-1.250100838,-1.473127685,-0.628808665,-0.779439198,-1.560851053,-0.821951389,-0.728007427,-1.608092572,-1.090428604,-1.695772093,-1.444277283,-0.62529544,-1.293167638,-1.207060158,-1.029452264,-1.526910237,-0.937499356,-1.614404283,-1.51473056,-0.025051022,0.040119584
"22-1949_Pentadecanoic acid, n- [1TMS]",-1.971554363,-1.397483102,-1.839752545,-1.293224303,-1.835294084,-1.90927355,-1.553967774,-1.341150903,-2.094879461,-1.818078567,-2.198490456,-1.895967904,-0.891088445,-1.480002276,-1.395897301,-1.346884732,-2.047218066,-1.541842161,-2.057665223,-1.922256621,-0.571301214,-0.637883806
"23-1949_Pentadecanoic acid, n- [1TMS] COPY",-2.492511605,-2.148429926,-2.344027435,-1.61437194,-2.414688213,-2.542382495,-1.903066092,-1.658015827,-2.510783241,-2.00343526,-2.708826667,-2.415884763,-1.677249289,-2.227289748,-2.109933448,-1.910881647,-2.439220902,-1.765974389,-2.517531497,-2.397206455,-1.129910923,-1.078655765
"24-1968.8_Indole-3-acetic acid, 1H- [2TMS]",-2.420686578,-3.333925567,-4.217057934,-0.558340986,-3.815830676,-2.11150856,-0.317783323,-1.272682022,-4.710086599,-1.851538684,-2.866238439,-1.977827137,-1.783997643,-3.276811599,-3.91202454,-3.163245163,-3.819044982,-1.473228609,-3.41668815,-2.115455733,-1.318512464,-1.351358596
"25-1985_Glucopyranose, D- [5TMS]",-2.546967929,-2.417825326,-2.461813967,-2.606834425,-2.44709273,-2.513552108,-2.660361418,-2.466941563,-2.581881678,-2.471980316,-2.522607651,-2.454160946,-2.253311997,-2.445920534,-2.279950942,-2.311056444,-2.555492941,-2.436766113,-2.622391413,-2.560378548,-2.012754806,-2.141192617
26-2267_Permethyl-oligosiloxane,-1.334547384,-1.230590385,-1.305380358,-1.20847783,-1.38087654,-1.318638048,-1.360230957,-1.282241714,-1.377789429,-1.258628092,-1.388990255,-1.332155352,-1.33939873,-1.360633925,-1.236840255,-1.174512535,-1.382710903,-1.303525742,-1.337006104,-1.323758409,-1.092149249,-1.122705534
"27-2050.2_Hexadecanoic acid, n- [1TMS]",-0.83344681,-0.605001803,-0.694408409,-0.296335485,-0.705551406,-1.092222505,-0.335861248,-0.386442152,-0.80526608,-0.231663296,-0.988951517,-0.805759617,-0.136096671,-0.195832025,-0.473141331,-0.291104884,-0.787417124,-0.109528058,-0.89229791,-0.793308559,0.181703155,0.121670805
28-2035.9_(9-(Z)-Hexadecanoic acid [1TMS],-2.650103374,-2.630185173,-2.559486776,-2.450257647,-2.673897235,-2.58804396,-2.687248207,-2.266611084,-2.738440929,-2.433778976,-3.105853653,-2.500433065,-2.17808317,-2.618347929,-2.525416951,-2.42744481,-2.696752005,-2.326951861,-2.774439181,-2.46710241,-2.084539357,-2.093953949
29-2038.3_(910; 9-(Z)-Hexadecanoic acid [1TMS],-2.168252857,-1.64343525,-2.061542441,-2.011420624,-2.119219341,-2.158057124,-2.176394949,-1.82133378,-2.217070727,-2.14518899,-2.479876754,-2.031233127,-1.806793283,-1.663813534,-1.601432164,-1.529929133,-2.232374914,-2.048745104,-2.3358311,-2.098283365,-1.68262466,-1.603535061
30-2091.9_Myo-inositol- [6TMS],-2.353418567,-2.108789945,-2.400730432,-2.738427041,-2.423952263,-2.523993965,-2.469643964,-2.828266576,-2.500116258,-2.343828711,-2.74103713,-2.402165589,-2.43161442,-2.195184851,-2.058275847,-1.942720974,-2.675552027,-2.32710549,-2.822691107,-2.735313068,-2.440162948,-2.468596489
"31-2146.7_Heptadecanoic acid, n- [1TMS]",-2.585514654,-2.154165904,-2.43716479,-2.197510589,-2.428120617,-2.639419014,-2.365234118,-2.213563588,-2.649339396,-2.456687914,-2.653278874,-2.683769062,-1.504665719,-2.221402337,-2.153059982,-1.971160535,-2.619922582,-1.987252267,-2.6031577,-2.536192148,-1.461512755,-1.58973197
"32-2211.1_Octadeadienoic acid,9,12-(Z,Z)-, n- [1TMS]",-1.762364738,-1.766091896,-2.177395415,-1.841085556,-2.243952467,-2.212186879,-2.354868033,-2.067823209,-2.126191722,-2.06399201,-2.695063137,-2.038668581,-1.62023849,-1.91080328,-1.844236388,-1.828532232,-2.311013775,-1.933054988,-2.360731555,-2.002493916,-1.667999076,-1.729124985
"33-2217.4_Octadecanoic acid, 9-(Z)-, n- [1TMS]",-1.550503092,-1.173935498,-1.446303383,-1.319053305,-1.458217954,-1.662300705,-1.587123116,-1.384731025,-1.583306022,-1.50093007,-1.989275661,-1.577931525,-1.110212726,-1.188993401,-1.104961578,-0.938860262,-1.556478192,-1.327640544,-1.447295546,-1.413003451,-1.034258178,-0.923416624
"34-2247_Octadecanoic acid, n- [1TMS]",-1.314618349,-1.017779898,-1.124579519,-0.950256666,-1.240142829,-1.419751952,-1.096524528,-1.094297764,-1.31111686,-0.966683324,-1.406063565,-1.289937436,-0.74987946,-1.094060147,-0.956652385,-0.762606987,-1.187690628,-0.756448892,-1.327177383,-1.22550955,-0.639516611,-0.699048397
35-2430.3_Myo-inositol-1-phosphate [7TMS],-2.046376135,-1.87133762,-1.998083169,-2.590165881,-1.803110492,-2.529402637,-2.605670692,-2.614084539,-2.107324641,-2.34122599,-2.04415238,-2.385557603,-2.53564569,-1.971318915,-1.863549456,-1.838869545,-2.069313955,-2.311249216,-1.882251683,-2.485855318,-2.468736493,-2.518595875
36-Unknown 222_27.4722_331,-0.876890882,-0.195457785,-0.943773659,-0.166183761,-0.866084994,-1.015799597,-0.301084328,-0.111591513,-1.001002957,-0.76470526,-0.992184591,-0.795377177,-0.225020209,-0.732940001,-0.726165072,-0.566986942,-0.738827842,-0.522737394,-1.044499769,-1.028450178,0.534720699,0.477178938
"37-2456.3_Eicosanoic acid, n- [1TMS]",-2.539950483,-2.475828507,-1.996480045,-2.620526966,-2.596722704,-2.343679779,-2.687755363,-2.735250059,-2.766217224,-2.209013833,-2.626155875,-2.098756069,-2.165824552,-2.361153663,-2.54762551,-2.391455118,-2.457882855,-2.129510904,-2.765351111,-2.16901345,-2.263403544,-2.413365405
38-2468_Uridine [3TMS],-2.251230302,-2.131063292,-2.171161861,-1.072660084,-2.17533503,-2.395342901,-1.225694825,-1.03432856,-2.21510489,-1.905234035,-2.368194093,-2.229365566,-2.05893258,-2.16326543,-2.22031239,-2.206534052,-2.476099126,-1.852949662,-2.555152223,-2.397373961,-0.359330509,-0.406424506
39-2592_Inosine [4TMS],-2.939499175,-2.274625012,-4.375050971,-2.919405363,-2.412893546,-4.814878112,-2.958279313,-3.452155989,-2.751388461,-2.431344575,-2.882381427,-3.596083016,-2.12697613,-2.139558345,-2.429510646,-2.470418787,-3.128098949,-2.157245959,-2.726913105,-2.504488779,-2.344831929,-2.531006262
40-2612.4_Adenosine [3TMS],-2.239890376,-2.276097726,-3.784213684,-2.750443614,-2.413529515,-3.689249002,-2.679738766,-3.469358019,-2.831970497,-2.126510681,-2.828165432,-2.543512222,-2.038480021,-2.305369192,-2.433626118,-2.464823586,-2.740979697,-2.043043688,-2.726077861,-2.50145488,-2.011177836,-2.392062539
"41-2652.4_Docosanoic acid, n- [1TMS]",-2.358409635,-2.424860755,-2.322535009,-2.770239641,-2.558836747,-2.114017127,-2.787458276,-2.910186893,-2.554889533,-2.285093199,-2.677648531,-2.060896888,-2.307789333,-2.529664081,-2.481070091,-2.270875691,-2.605462471,-2.299008587,-2.696971319,-2.006371572,-2.324327961,-2.50494155
"42-2820.8_Squalene, all-trans-",-1.756751418,-1.602932496,-1.697509194,-2.283215406,-1.641679624,-1.702919428,-2.387458973,-2.429620661,-1.604298217,-1.801001109,-1.860822331,-1.503958244,-1.59630332,-1.742021997,-1.918349329,-1.756553154,-1.803647217,-1.624585208,-1.713441971,-1.694497814,-1.773670908,-1.989765412
"43-2838.7_Tetracosanoic acid, n- [1TMS]",-2.285342298,-2.440358391,-2.238190255,-2.858823846,-2.407567883,-2.199569029,-2.873769874,-2.964129712,-2.421904615,-2.359091035,-2.657508305,-2.124784449,-2.354110476,-2.525536389,-2.455723562,-2.383785259,-2.409709287,-2.398562385,-2.523368286,-2.098148754,-2.510213352,-2.69065365
44-2744.9_Tetracosanol [1TMS],-1.615512748,-1.603113171,-1.488638909,-2.377270152,-1.44123185,-1.36348248,-2.426448084,-2.383851733,-1.657966273,-1.559481886,-1.72289592,-1.327059971,-1.884302117,-1.645108779,-1.633399475,-1.575446462,-1.475355951,-1.617150858,-1.53791532,-1.270627895,-2.086788033,-2.235017115
45-3156.9_Cholesterol [1TMS],-1.846556258,-1.614251141,-1.70826565,-2.506436957,-1.793817714,-1.849479691,-2.616947404,-2.558452953,-2.024210271,-1.813294122,-2.187565635,-1.730147861,-1.630440965,-1.736265409,-1.597787761,-1.470936314,-2.063020245,-1.750814193,-2.052768954,-1.754610264,-1.680152602,-1.749659306
46-3171.3_{861; 5-alpha-Cholestan-3-ol [1TMS]},-2.033001181,-1.70794546,-1.929446768,-2.943450179,-1.961895161,-1.95640654,-3.017240927,-3.01393816,-1.992742486,-2.129695903,-2.046870967,-1.769747043,-2.014431078,-1.866402329,-1.784950114,-1.699849933,-2.044393794,-2.069807743,-1.862493932,-1.844389273,-2.154073661,-2.28196153
47-2866_Daidzein [2TMS],-1.524451379,-1.222931547,-1.412652641,-2.445802874,-1.423465097,-1.474856058,-2.546466933,-2.522748875,-1.477494046,-1.662303427,-1.533805069,-1.280923477,-1.561859907,-1.383244115,-1.298896243,-1.209491436,-1.503379848,-1.591557888,-1.347470259,-1.357771536,-1.706005602,-1.809170085
48-3355.5_beta-Sitosterol [1TMS],-2.119622502,-1.955527666,-1.961933756,-2.930750227,-2.050599024,-2.107315678,-3.071073147,-3.072212541,-2.178323923,-2.197023834,-2.36919644,-1.99223196,-2.073364266,-2.090762242,-1.991247648,-1.870478758,-2.176006229,-2.122960539,-2.154062482,-2.02033518,-2.127993412,-2.253961053
49-3577.6_Oleanolic acid [2TMS],-2.184857366,-2.521810729,-2.27136358,-2.941613004,-1.670237815,-2.462257134,-3.141257552,-2.625066469,-2.585509926,-2.523510942,-2.514898195,-2.445412637,-2.269900197,-2.417683174,-2.593084423,-1.964437282,-2.625668021,-2.487081294,-2.539042571,-2.454099248,-1.900001566,-2.180645137
50-3626.6_Ursolic acid [2TMS],-2.262305909,-2.701929361,-2.172484817,-3.291444802,-2.898901043,-3.008020083,-3.326413803,-2.934610539,-3.015108825,-2.46197048,-2.240704264,-2.538440015,-2.963093337,-2.537338274,-2.735894524,-2.227377286,-2.98972745,-2.815449127,-2.791822795,-2.821993311,-1.721144593,-2.617106364
"51-2768.4_Maltose, D- [1MEOX] [8TMS]",-2.120113515,-1.985322866,-2.984260005,-2.476888988,-1.973753909,-3.316191709,-2.35695577,-2.011449193,-1.975339048,-1.790698081,-2.113188963,-1.901846958,-2.070499212,-1.969799965,-2.068332402,-1.964090654,-2.188306612,-2.038940839,-1.606213006,-1.545649114,-2.178552803,-2.634460507
"52-2749.1_Trehalose, alpha, alpha'-, D- [8TMS]",-1.353367193,-0.911445979,-1.87044605,-1.803761722,-1.310954729,-2.113161019,-1.954667804,-1.628967654,-1.457815936,-1.34590344,-1.636988554,-1.614938935,-1.337710681,-0.917040377,-0.928689345,-0.927618361,-1.495509709,-1.470697623,-1.606213006,-1.545470006,-1.438653924,-1.574816899
53-2407.5_Glucose-6-phosphate [6TMS],-3.132481538,-2.925799558,-3.046200032,-3.087727945,-2.773078696,-3.790691083,-3.143023306,-3.096484965,-3.497881581,-3.111128447,-3.226205705,-3.536445293,-2.610097225,-3.127090459,-2.808399391,-2.802684473,-3.573836383,-3.427897258,-3.110105741,-3.168281264,-2.90284044,-2.676189117
"54-1775.1_Glycerol-3-phosphate, DL- [4TMS]",-1.738224666,-1.202817049,-1.709154238,-2.268611976,-1.791694528,-2.123226084,-2.361135018,-2.437779557,-2.03780156,-2.140451901,-2.19173218,-2.238655819,-2.3377698,-1.301847748,-1.220702746,-1.152676509,-2.145786721,-2.362681457,-2.197561665,-2.31549813,-2.366231235,-2.61379484
"55-1881.1_Mannose, D- [1MEOX] [5TMS]",-1.771756057,-1.208798892,-1.545073684,-1.839706002,-1.586578017,-2.203657057,-1.954798133,-1.37382053,-1.754946152,-1.662261834,-1.797498071,-1.519020904,-1.669907392,-1.505501981,-1.137495849,-1.017171599,-1.832698585,-1.810080376,-2.189996237,-2.237857451,-1.696504235,-1.861873491
"56-1892.3_Galactose, D- [1MEOX [5TMS]",-2.655664616,-2.447098244,-2.730424843,-2.75293823,-2.75836868,-2.703157466,-2.867456032,-2.756734228,-2.720456503,-2.691479834,-2.726326998,-2.506892086,-2.734897629,-2.608574162,-2.544596264,-2.349901254,-2.788735155,-2.735252042,-2.82570831,-2.642368238,-2.576669358,-2.763351739
57-1837.2_[731; Erythrose [3TMS],-2.619551749,-2.585592876,-2.654497929,-2.757199395,-2.606266061,-2.66585505,-2.845870965,-2.677094382,-2.705147373,-1.903839037,-2.734717876,-2.543534698,-1.796513899,-2.513194321,-2.51396827,-2.381553798,-2.745723403,-2.08537769,-2.776777294,-2.572670139,-1.666283403,-2.1962393
"58-1775.1_Glycerol-3-phosphate, DL- [4TMS]",-1.428455356,-0.939689571,-1.434593782,-1.878182378,-1.350040225,-1.609366179,-1.945650843,-2.048653909,-1.66685792,-1.725527305,-1.767917654,-1.574338399,-1.806021436,-0.898089447,-0.974106711,-0.897879217,-1.649408756,-1.807597182,-1.722367654,-1.656116622,-1.876445469,-2.064190096
"59-1501.7_Threitol, D- [4TMS]",-2.160396075,-1.688826051,-2.148565049,-1.475232584,-2.091747817,-2.362659411,-1.472248483,-1.374849415,-2.383028319,-1.972446123,-2.447703631,-2.287533561,-2.129736752,-1.672672965,-1.705961272,-1.646340896,-2.367385902,-1.847441,-2.419657588,-2.343389973,-1.687548073,-1.549827283
"60-1690.9_Ribose, D- [1MEOX] [4TMS]",-2.600020847,-1.947260257,-2.28899395,-3.247979108,-2.347888551,-3.171604933,-3.008421252,-3.287937927,-2.623052561,-2.479796871,-2.781626674,-2.489757852,-1.1372071,-2.412069561,-1.798537591,-1.626555124,-2.731493087,-2.624829125,-3.145970069,-3.250657545,-1.019362481,-1.035323092
"61-1669.2_Xylose, D- [1MEOX] [4TMS]",-2.473242116,-1.770958387,-2.112244855,-3.119081416,-2.22941752,-3.075593523,-3.436084372,-3.23956085,-2.513572669,-2.373680639,-2.665485757,-2.335000886,-2.739905565,-2.300193269,-1.612713025,-1.465021667,-2.642087732,-2.493637736,-3.014893014,-3.13608952,-2.523722026,-2.808318885
62-Vaccenic acid_C18:1(11E),-1.550503092,-1.173935498,-1.446303383,-1.319053305,-1.458217954,-1.662300705,-1.587123116,-1.384731025,-1.583306022,-1.50093007,-1.989275661,-1.577931525,-1.110212726,-1.188993401,-1.104961578,-0.938860262,-1.556478192,-1.327640544,-1.447295546,-1.413003451,-1.034258178,-0.923416624
Unknown-1,-0.723429204,-0.350921843,-0.427187809,-0.335896295,-0.446077875,-0.451667626,-0.794684543,-0.312171868,-0.692409883,-0.631695869,-0.557387913,-0.396345295,-0.09480714,-0.449170177,-0.56205926,-0.287929474,-0.474102853,-0.47951943,-0.448797331,-0.387905427,0.212425832,0.424691078
Unknown-2,-0.10418778,0.658787746,0.616776222,0.632417775,0.641248306,0.623798956,0.654492173,0.641980657,0.642762372,0.648283482,0.639608935,0.629796362,0.561132919,0.654188819,0.590293365,0.599554116,0.64510722,0.624267554,0.616111288,0.61249065,0.513247637,0.546105505
Unknown-3,-2.067144443,-1.608400956,-1.754426336,-1.376308895,-1.602897505,-1.884253199,-1.555647054,-1.534179974,-1.396779177,-1.358052102,-1.844555386,-2.097828838,-1.263727424,-2.31057194,-1.683910845,-1.557781972,-1.489538361,-1.171335778,-2.201245788,-2.144159608,-1.063605859,-1.113563395
Unknown-4,-3.289716582,-3.235075292,-3.147041913,-1.310964533,-3.177102177,-3.32941481,-0.839005372,-0.798215465,-2.854373501,-3.484411614,-3.215802351,-2.837121628,-2.321736732,-2.994174307,-3.196849341,-3.03271286,-3.010410706,-2.67745186,-3.441965682,-3.108009163,-2.494343929,-1.812499667
Unknown-5,-2.519673709,-2.302682953,-2.521096292,-2.604930351,-2.608549031,-2.600130571,-2.634144595,-1.37382053,-2.56666357,-2.496565073,-2.584543446,-2.390728117,-2.467900381,-2.448701095,-2.420981787,-2.215054986,-2.523586057,-2.567886822,-2.662537176,-2.615779509,-2.341679662,-2.319167096
Unknown-6,-2.331159687,-2.333925567,-2.395310635,-2.536542715,-2.492916204,-2.155359499,-2.488900265,-2.547012833,-2.547643247,-2.224095501,-2.594543633,-2.163368412,-2.175405244,-2.428089341,-2.281949452,-2.168230222,-2.522214708,-2.15255352,-2.460195269,-2.257802867,-2.029793501,-2.290265344
Unknown-7,-2.247335011,-1.266259407,-2.073681354,-2.781232762,-2.002097663,-3.12283277,-2.797468067,-2.386105043,-2.084975986,-2.036846121,-2.189358249,-2.075919471,-1.960620933,-1.25722218,-1.285266546,-2.105546717,-2.490172057,-2.384167714,-2.305977653,-2.340220518,-2.321375053,-2.642885694
Unknown-8,-2.493074923,-2.57007868,-2.44222186,-2.594707679,-2.424827274,-2.390635177,-2.632900483,-2.481388403,-2.413292404,-2.307388576,-2.405669262,-2.405751318,-2.022026402,-2.348576347,-2.389023721,-2.4040075,-2.425646188,-2.253177647,-2.398032283,-2.420301601,-1.788705226,-1.955161208
Unknown-9,-1.234286948,-1.164319116,-1.207498555,-1.101928727,-1.229217823,-1.211826299,-1.223261655,-1.136906929,-1.207069859,-1.087010988,-1.204014804,-1.180312295,-1.124287188,-1.226673921,-1.242515982,-1.100713214,-1.234834709,-1.140090533,-1.199396957,-1.175113596,-0.57062347,-0.991058712
Unknown-10,-1.683192474,-1.693262464,-1.678872952,-2.020119075,-1.736552038,-1.710198603,-2.186276983,-1.99544469,-1.881393013,-1.440001807,-1.953998005,-1.631655953,-1.159057959,-1.910893112,-1.708733822,-1.676135897,-1.870645404,-1.524424694,-1.784638701,-1.837886894,-1.533638798,-1.993191816
Unknown-11,-1.936475471,-1.915000027,-1.785975654,-1.766618741,-1.852348663,-2.008488444,-1.545718234,-1.60832473,-1.913362657,-1.99543791,-1.999245016,-1.892952413,-1.947592114,-2.021905279,-1.869776476,-1.772392402,-1.894553457,-2.011175825,-1.898737435,-1.962004073,-0.893080049,-1.893358404
Unknown-12,-1.140260108,-3.502227662,-1.309002822,-0.788670405,-2.306658687,-0.953619126,-0.927067194,-1.216097891,-1.435421735,-0.678907874,-2.204038625,-1.319993162,-0.551162466,-2.564264058,-3.542555332,-3.458005785,-1.421030678,-0.68099433,-2.262749032,-1.206361832,-0.274429009,-0.325609172
Unknown-13,-0.931433818,-3.177389976,-1.048979274,-0.96488714,-1.05272713,-0.837961506,-0.933100897,-1.013641071,-1.061361242,-0.703106531,-1.189016622,-0.769072511,-0.543983336,-3.140841106,-3.065434078,-3.100351237,-1.050162652,-0.694468289,-1.190313909,-0.80459782,-0.280462712,-0.489478738
